"PG.Genes","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames"
"RAB1B","Q9H0U4","Ras-related protein Rab-1B","RAB1B_HUMAN"
"MRPL18","Q9H0U6","39S ribosomal protein L18, mitochondrial","RM18_HUMAN"
"TSPYL1","Q9H0U9","Testis-specific Y-encoded-like protein 1","TSYL1_HUMAN"
"LMAN2L","Q9H0V9","VIP36-like protein","LMA2L_HUMAN"
"SMG9","Q9H0W8","Nonsense-mediated mRNA decay factor SMG9","SMG9_HUMAN"
"C11orf54","Q9H0W9","Ester hydrolase C11orf54","CK054_HUMAN"
"FAM234A","Q9H0X4","Protein FAM234A","F234A_HUMAN"
"OSBPL5","Q9H0X9","Oxysterol-binding protein-related protein 5","OSBL5_HUMAN"
"DNTTIP1","Q9H147","Deoxynucleotidyltransferase terminal-interacting protein 1","TDIF1_HUMAN"
"ING2","Q9H160","Inhibitor of growth protein 2","ING2_HUMAN"
"SIL1","Q9H173","Nucleotide exchange factor SIL1","SIL1_HUMAN"
"ANAPC1","Q9H1A4","Anaphase-promoting complex subunit 1","APC1_HUMAN"
"XYLT2","Q9H1B5","Xylosyltransferase 2","XYLT2_HUMAN"
"IRF2BPL","Q9H1B7","Probable E3 ubiquitin-protein ligase IRF2BPL","I2BPL_HUMAN"
"UNC93B1","Q9H1C4","Protein unc-93 homolog B1","UN93B_HUMAN"
"CYSTM1","Q9H1C7","Cysteine-rich and transmembrane domain-containing protein 1","CYTM1_HUMAN"
"NUCKS1","Q9H1E3","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1","NUCKS_HUMAN"
"TMX4","Q9H1E5","Thioredoxin-related transmembrane protein 4","TMX4_HUMAN"
"KIF13A","Q9H1H9","Kinesin-like protein KIF13A","KI13A_HUMAN"
"ASCC2","Q9H1I8","Activating signal cointegrator 1 complex subunit 2","ASCC2_HUMAN"
"UPF3A","Q9H1J1","Regulator of nonsense transcripts 3A","REN3A_HUMAN"
"RBSN","Q9H1K0","Rabenosyn-5","RBNS5_HUMAN"
"ISCU","Q9H1K1","Iron-sulfur cluster assembly enzyme ISCU","ISCU_HUMAN"
"OSBPL2","Q9H1P3","Oxysterol-binding protein-related protein 2","OSBL2_HUMAN"
"SLC6A17","Q9H1V8","Sodium-dependent neutral amino acid transporter SLC6A17","S6A17_HUMAN"
"ATG5","Q9H1Y0","Autophagy protein 5","ATG5_HUMAN"
"WDR13","Q9H1Z4","WD repeat-containing protein 13","WDR13_HUMAN"
"MED28","Q9H204","Mediator of RNA polymerase II transcription subunit 28","MED28_HUMAN"
"CDT1","Q9H211","DNA replication factor Cdt1","CDT1_HUMAN"
"EHD4","Q9H223","EH domain-containing protein 4","EHD4_HUMAN"
"PORCN","Q9H237","Protein-serine O-palmitoleoyltransferase porcupine","PORCN_HUMAN"
"VPS33B","Q9H267","Vacuolar protein sorting-associated protein 33B","VP33B_HUMAN"
"VPS16","Q9H269","Vacuolar protein sorting-associated protein 16 homolog","VPS16_HUMAN"
"GAN","Q9H2C0","Gigaxonin","GAN_HUMAN"
"SLC25A32","Q9H2D1","Mitochondrial folate transporter/carrier","MFTC_HUMAN"
"TRIOBP","Q9H2D6","TRIO and F-actin-binding protein","TARA_HUMAN"
"SLK","Q9H2G2","STE20-like serine/threonine-protein kinase","SLK_HUMAN"
"PPIL3","Q9H2H8","Peptidyl-prolyl cis-trans isomerase-like 3","PPIL3_HUMAN"
"PDCL3","Q9H2J4","Phosducin-like protein 3","PDCL3_HUMAN"
"MTIF3","Q9H2K0","Translation initiation factor IF-3, mitochondrial","IF3M_HUMAN"
"TAOK3","Q9H2K8","Serine/threonine-protein kinase TAO3","TAOK3_HUMAN"
"ADNP","Q9H2P0","Activity-dependent neuroprotector homeobox protein","ADNP_HUMAN"
"DPH5","Q9H2P9","Diphthine methyl ester synthase","DPH5_HUMAN"
"DHX36","Q9H2U1","ATP-dependent DNA/RNA helicase DHX36","DHX36_HUMAN"
"PPA2","Q9H2U2","Inorganic pyrophosphatase 2, mitochondrial","IPYR2_HUMAN"
"SPNS1","Q9H2V7","Protein spinster homolog 1","SPNS1_HUMAN"
"MRPL46","Q9H2W6","39S ribosomal protein L46, mitochondrial","RM46_HUMAN"
"SLC12A5","Q9H2X9","Solute carrier family 12 member 5","S12A5_HUMAN"
"PNN","Q9H307","Pinin","PININ_HUMAN"
"EPB41L4B","Q9H329","Band 4.1-like protein 4B","E41LB_HUMAN"
"TMEM245","Q9H330","Transmembrane protein 245","TM245_HUMAN"
"GGNBP2","Q9H3C7","Gametogenetin-binding protein 2","GGNB2_HUMAN"
"KCTD10","Q9H3F6","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","BACD3_HUMAN"
"CPVL","Q9H3G5","Probable serine carboxypeptidase CPVL","CPVL_HUMAN"
"TRIT1","Q9H3H1","tRNA dimethylallyltransferase","MOD5_HUMAN"
"C11orf68","Q9H3H3","UPF0696 protein C11orf68","CK068_HUMAN"
"GHITM","Q9H3K2","Growth hormone-inducible transmembrane protein","GHITM_HUMAN"
"BOLA2B","Q9H3K6","BolA-like protein 2","BOLA2_HUMAN"
"TXNIP","Q9H3M7","Thioredoxin-interacting protein","TXNIP_HUMAN"
"TMX1","Q9H3N1","Thioredoxin-related transmembrane protein 1","TMX1_HUMAN"
"ACBD3","Q9H3P7","Golgi resident protein GCP60","GCP60_HUMAN"
"CDC42EP4","Q9H3Q1","Cdc42 effector protein 4","BORG4_HUMAN"
"NDST4","Q9H3R1","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4","NDST4_HUMAN"
"PTPN23","Q9H3S7","Tyrosine-protein phosphatase non-receptor type 23","PTN23_HUMAN"
"UNC45A","Q9H3U1","Protein unc-45 homolog A","UN45A_HUMAN"
"DNAJC5","Q9H3Z4","DnaJ homolog subfamily C member 5","DNJC5_HUMAN"
"DSN1","Q9H410","Kinetochore-associated protein DSN1 homolog","DSN1_HUMAN"
"CHMP4B","Q9H444","Charged multivesicular body protein 4b","CHM4B_HUMAN"
"RWDD1","Q9H446","RWD domain-containing protein 1","RWDD1_HUMAN"
"CUEDC2","Q9H467","CUE domain-containing protein 2","CUED2_HUMAN"
"RBKS","Q9H477","Ribokinase","RBSK_HUMAN"
"POFUT1","Q9H488","GDP-fucose protein O-fucosyltransferase 1","OFUT1_HUMAN"
"PIGU","Q9H490","Phosphatidylinositol glycan anchor biosynthesis class U protein","PIGU_HUMAN"
"TOR1AIP2","Q9H496","Torsin-1A-interacting protein 2, isoform IFRG15","IFG15_HUMAN"
"TOR3A","Q9H497","Torsin-3A","TOR3A_HUMAN"
"RNPEP","Q9H4A4","Aminopeptidase B","AMPB_HUMAN"
"GOLPH3L","Q9H4A5","Golgi phosphoprotein 3-like","GLP3L_HUMAN"
"GOLPH3","Q9H4A6","Golgi phosphoprotein 3","GOLP3_HUMAN"
"SAV1","Q9H4B6","Protein salvador homolog 1","SAV1_HUMAN"
"SMOC1","Q9H4F8","SPARC-related modular calcium-binding protein 1","SMOC1_HUMAN"
"EPB41L1","Q9H4G0","Band 4.1-like protein 1","E41L1_HUMAN"
"FAM83D","Q9H4H8","Protein FAM83D","FA83D_HUMAN"
"SMDT1","Q9H4I9","Essential MCU regulator, mitochondrial","EMRE_HUMAN"
"MTG2","Q9H4K7","Mitochondrial ribosome-associated GTPase 2","MTG2_HUMAN"
"SENP3","Q9H4L4","Sentrin-specific protease 3","SENP3_HUMAN"
"OSBPL3","Q9H4L5","Oxysterol-binding protein-related protein 3","OSBL3_HUMAN"
"SMARCAD1","Q9H4L7","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1","SMRCD_HUMAN"
"RNF41","Q9H4P4","E3 ubiquitin-protein ligase NRDP1","RNF41_HUMAN"
"PCIF1","Q9H4Z3","mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase","CAPAM_HUMAN"
"ESF1","Q9H501","ESF1 homolog","ESF1_HUMAN"
"ALG2","Q9H553","Alpha-1,3/1,6-mannosyltransferase ALG2","ALG2_HUMAN"
"ACTL8","Q9H568","Actin-like protein 8","ACTL8_HUMAN"
"ZNF644","Q9H582","Zinc finger protein 644","ZN644_HUMAN"
"HEATR1","Q9H583","HEAT repeat-containing protein 1","HEAT1_HUMAN"
"ZNF768","Q9H5H4","Zinc finger protein 768","ZN768_HUMAN"
"RABEP2","Q9H5N1","Rab GTPase-binding effector protein 2","RABE2_HUMAN"
"PDZD7","Q9H5P4","PDZ domain-containing protein 7","PDZD7_HUMAN"
"TFB2M","Q9H5Q4","Dimethyladenosine transferase 2, mitochondrial","TFB2M_HUMAN"
"IKZF5","Q9H5V7","Zinc finger protein Pegasus","IKZF5_HUMAN"
"CDCP1","Q9H5V8","CUB domain-containing protein 1","CDCP1_HUMAN"
"STEEP1","Q9H5V9","STING ER exit protein","STEEP_HUMAN"
"CIAO2A","Q9H5X1","Cytosolic iron-sulfur assembly component 2A","CIA2A_HUMAN"
"DENND2D","Q9H6A0","DENN domain-containing protein 2D","DEN2D_HUMAN"
"PCNX3","Q9H6A9","Pecanex-like protein 3","PCX3_HUMAN"
"CLMP","Q9H6B4","CXADR-like membrane protein","CLMP_HUMAN"
"HAUS4","Q9H6D7","HAUS augmin-like complex subunit 4","HAUS4_HUMAN"
"CCDC134","Q9H6E4","Coiled-coil domain-containing protein 134","CC134_HUMAN"
"TUT1","Q9H6E5","Speckle targeted PIP5K1A-regulated poly(A) polymerase","STPAP_HUMAN"
"CCDC86","Q9H6F5","Coiled-coil domain-containing protein 86","CCD86_HUMAN"
"REEP4","Q9H6H4","Receptor expression-enhancing protein 4","REEP4_HUMAN"
"ILRUN","Q9H6K1","Protein ILRUN","ILRUN_HUMAN"
"CIAO3","Q9H6Q4","Cytosolic iron-sulfur assembly component 3","CIAO3_HUMAN"
"DHX33","Q9H6R0","ATP-dependent RNA helicase DHX33","DHX33_HUMAN"
"NOL6","Q9H6R4","Nucleolar protein 6","NOL6_HUMAN"
"WDCP","Q9H6R7","WD repeat and coiled-coil-containing protein","WDCP_HUMAN"
"YTHDC2","Q9H6S0","3'-5' RNA helicase YTHDC2","YTDC2_HUMAN"
"AZI2","Q9H6S1","5-azacytidine-induced protein 2","AZI2_HUMAN"
"ESRP2","Q9H6T0","Epithelial splicing regulatory protein 2","ESRP2_HUMAN"
"RPAP3","Q9H6T3","RNA polymerase II-associated protein 3","RPAP3_HUMAN"
"BCAS3","Q9H6U6","BCAS3 microtubule associated cell migration factor","BCAS3_HUMAN"
"RIOX1","Q9H6W3","Ribosomal oxygenase 1","RIOX1_HUMAN"
"ANTXR1","Q9H6X2","Anthrax toxin receptor 1","ANTR1_HUMAN"
"WDR55","Q9H6Y2","WD repeat-containing protein 55","WDR55_HUMAN"
"RNF167","Q9H6Y7","E3 ubiquitin-protein ligase RNF167","RN167_HUMAN"
"RANBP3","Q9H6Z4","Ran-binding protein 3","RANB3_HUMAN"
"DCTPP1","Q9H773","dCTP pyrophosphatase 1","DCTP1_HUMAN"
"ELAC1","Q9H777","Zinc phosphodiesterase ELAC protein 1","RNZ1_HUMAN"
"SH2D4A","Q9H788","SH2 domain-containing protein 4A","SH24A_HUMAN"
"PEAK1","Q9H792","Inactive tyrosine-protein kinase PEAK1","PEAK1_HUMAN"
"RPF2","Q9H7B2","Ribosome production factor 2 homolog","RPF2_HUMAN"
"SMYD3","Q9H7B4","Histone-lysine N-methyltransferase SMYD3","SMYD3_HUMAN"
"SYNC","Q9H7C4","Syncoilin","SYNCI_HUMAN"
"DOCK5","Q9H7D0","Dedicator of cytokinesis protein 5","DOCK5_HUMAN"
"TDRD3","Q9H7E2","Tudor domain-containing protein 3","TDRD3_HUMAN"
"SUDS3","Q9H7L9","Sin3 histone deacetylase corepressor complex component SDS3","SDS3_HUMAN"
"SCAF1","Q9H7N4","Splicing factor, arginine/serine-rich 19","SFR19_HUMAN"
"IFT22","Q9H7X7","Intraflagellar transport protein 22 homolog","IFT22_HUMAN"
"DIPK2B","Q9H7Y0","Divergent protein kinase domain 2B","DIK2B_HUMAN"
"NRDE2","Q9H7Z3","Nuclear exosome regulator NRDE2","NRDE2_HUMAN"
"KAT8","Q9H7Z6","Histone acetyltransferase KAT8","KAT8_HUMAN"
"PTGES2","Q9H7Z7","Prostaglandin E synthase 2","PGES2_HUMAN"
"PACC1","Q9H813","Proton-activated chloride channel","PACC1_HUMAN"
"PHAX","Q9H814","Phosphorylated adapter RNA export protein","PHAX_HUMAN"
"UBE2Z","Q9H832","Ubiquitin-conjugating enzyme E2 Z","UBE2Z_HUMAN"
"GEMIN7","Q9H840","Gem-associated protein 7","GEMI7_HUMAN"
"ACAD9","Q9H845","Complex I assembly factor ACAD9, mitochondrial","ACAD9_HUMAN"
"TUBA4B","Q9H853","Putative tubulin-like protein alpha-4B","TBA4B_HUMAN"
"NT5DC2","Q9H857","5'-nucleotidase domain-containing protein 2","NT5D2_HUMAN"
"VCPKMT","Q9H867","Protein N-lysine methyltransferase METTL21D","MT21D_HUMAN"
"YY1AP1","Q9H869","YY1-associated protein 1","YYAP1_HUMAN"
"RMND5A","Q9H871","E3 ubiquitin-protein transferase RMND5A","RMD5A_HUMAN"
"PRKRIP1","Q9H875","PRKR-interacting protein 1","PKRI1_HUMAN"
"CAAP1","Q9H8G2","Caspase activity and apoptosis inhibitor 1","CAAP1_HUMAN"
"NOL11","Q9H8H0","Nucleolar protein 11","NOL11_HUMAN"
"DDX31","Q9H8H2","Probable ATP-dependent RNA helicase DDX31","DDX31_HUMAN"
"PAAT","Q9H8K7","ATPase PAAT","PAAT_HUMAN"
"BRD9","Q9H8M2","Bromodomain-containing protein 9","BRD9_HUMAN"
"CNNM2","Q9H8M5","Metal transporter CNNM2","CNNM2_HUMAN"
"MINDY3","Q9H8M7;X6R9S5","Ubiquitin carboxyl-terminal hydrolase MINDY-3;Ubiquitin carboxyl-terminal hydrolase MINDY","MINY3_HUMAN;X6R9S5_HUMAN"
"AKTIP","Q9H8T0","AKT-interacting protein","AKTIP_HUMAN"
"ECT2","Q9H8V3","Protein ECT2","ECT2_HUMAN"
"PLEKHF2","Q9H8W4","Pleckstrin homology domain-containing family F member 2","PKHF2_HUMAN"
"ANKZF1","Q9H8Y5","Ankyrin repeat and zinc finger domain-containing protein 1","ANKZ1_HUMAN"
"GORASP2","Q9H8Y8","Golgi reassembly-stacking protein 2","GORS2_HUMAN"
"ZWILCH","Q9H900","Protein zwilch homolog","ZWILC_HUMAN"
"JPT2","Q9H910","Jupiter microtubule associated homolog 2","JUPI2_HUMAN"
"RNF121","Q9H920","RING finger protein 121","RN121_HUMAN"
"SLC25A22","Q9H936","Mitochondrial glutamate carrier 1","GHC1_HUMAN"
"MED20","Q9H944","Mediator of RNA polymerase II transcription subunit 20","MED20_HUMAN"
"WDR76","Q9H967","WD repeat-containing protein 76","WDR76_HUMAN"
"QTRT2","Q9H974","Queuine tRNA-ribosyltransferase accessory subunit 2","QTRT2_HUMAN"
"WDR54","Q9H977","WD repeat-containing protein 54","WDR54_HUMAN"
"ACTR8","Q9H981","Actin-related protein 8","ARP8_HUMAN"
"ARMT1","Q9H993","Damage-control phosphatase ARMT1","ARMT1_HUMAN"
"CNOT10","Q9H9A5","CCR4-NOT transcription complex subunit 10","CNO10_HUMAN"
"LRRC40","Q9H9A6","Leucine-rich repeat-containing protein 40","LRC40_HUMAN"
"RMI1","Q9H9A7","RecQ-mediated genome instability protein 1","RMI1_HUMAN"
"EHMT1","Q9H9B1","Histone-lysine N-methyltransferase EHMT1","EHMT1_HUMAN"
"SFXN1","Q9H9B4","Sideroflexin-1","SFXN1_HUMAN"
"ZNF408","Q9H9D4","Zinc finger protein 408","ZN408_HUMAN"
"ACTR5","Q9H9F9","Actin-related protein 5","ARP5_HUMAN"
"AGO3","Q9H9G7","Protein argonaute-3","AGO3_HUMAN"
"VPS37B","Q9H9H4","Vacuolar protein sorting-associated protein 37B","VP37B_HUMAN"
"MRPL44","Q9H9J2","39S ribosomal protein L44, mitochondrial","RM44_HUMAN"
"USP42","Q9H9J4","Ubiquitin carboxyl-terminal hydrolase 42","UBP42_HUMAN"
"ISG20L2","Q9H9L3","Interferon-stimulated 20 kDa exonuclease-like 2","I20L2_HUMAN"
"L2HGDH","Q9H9P8","L-2-hydroxyglutarate dehydrogenase, mitochondrial","L2HDH_HUMAN"
"COPS7B","Q9H9Q2","COP9 signalosome complex subunit 7b","CSN7B_HUMAN"
"ELP3","Q9H9T3","Elongator complex protein 3","ELP3_HUMAN"
"RPF1","Q9H9Y2","Ribosome production factor 1","RPF1_HUMAN"
"GPN2","Q9H9Y4","GPN-loop GTPase 2","GPN2_HUMAN"
"POLR1B","Q9H9Y6","DNA-directed RNA polymerase I subunit RPA2","RPA2_HUMAN"
"UCK1","Q9HA47","Uridine-cytidine kinase 1","UCK1_HUMAN"
"FN3KRP","Q9HA64","Ketosamine-3-kinase","KT3K_HUMAN"
"TBC1D17","Q9HA65","TBC1 domain family member 17","TBC17_HUMAN"
"CARS2","Q9HA77","Probable cysteine--tRNA ligase, mitochondrial","SYCM_HUMAN"
"PPCS","Q9HAB8","Phosphopantothenate--cysteine ligase","PPCS_HUMAN"
"WDR41","Q9HAD4","WD repeat-containing protein 41","WDR41_HUMAN"
"MEAF6","Q9HAF1","Chromatin modification-related protein MEAF6","EAF6_HUMAN"
"NMNAT1","Q9HAN9","Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1","NMNA1_HUMAN"
"SIAE","Q9HAT2","Sialate O-acetylesterase","SIAE_HUMAN"
"PLEKHA5","Q9HAU0","Pleckstrin homology domain-containing family A member 5","PKHA5_HUMAN"
"UPF2","Q9HAU5","Regulator of nonsense transcripts 2","RENT2_HUMAN"
"RNPEPL1","Q9HAU8","Aminopeptidase RNPEPL1","RNPL1_HUMAN"
"GNB4","Q9HAV0","Guanine nucleotide-binding protein subunit beta-4","GBB4_HUMAN"
"XPO5","Q9HAV4","Exportin-5","XPO5_HUMAN"
"GRPEL1","Q9HAV7","GrpE protein homolog 1, mitochondrial","GRPE1_HUMAN"
"CLK4","Q9HAZ1","Dual specificity protein kinase CLK4","CLK4_HUMAN"
"MYG1","Q9HB07","MYG1 exonuclease","MYG1_HUMAN"
"SCPEP1","Q9HB40","Retinoid-inducible serine carboxypeptidase","RISC_HUMAN"
"MKKS","Q9HB66","Alternative protein MKKS","Q9HB66_HUMAN"
"CACYBP","Q9HB71","Calcyclin-binding protein","CYBP_HUMAN"
"RRAGC","Q9HB90","Ras-related GTP-binding protein C","RRAGC_HUMAN"
"RC3H2","Q9HBD1","Roquin-2","RC3H2_HUMAN"
"PATZ1","Q9HBE1","POZ-, AT hook-, and zinc finger-containing protein 1","PATZ1_HUMAN"
"RHOF","Q9HBH0","Rho-related GTP-binding protein RhoF","RHOF_HUMAN"
"PDF","Q9HBH1","Peptide deformylase, mitochondrial","DEFM_HUMAN"
"RDH14","Q9HBH5","Retinol dehydrogenase 14","RDH14_HUMAN"
"PLGRKT","Q9HBL7","Plasminogen receptor (KT)","PLRKT_HUMAN"
"NMRAL1","Q9HBL8","NmrA-like family domain-containing protein 1","NMRL1_HUMAN"
"SPC25","Q9HBM1","Kinetochore protein Spc25","SPC25_HUMAN"
"TAF9B","Q9HBM6","Transcription initiation factor TFIID subunit 9B","TAF9B_HUMAN"
"SLC38A10","Q9HBR0","Putative sodium-coupled neutral amino acid transporter 10","S38AA_HUMAN"
"TMEM165","Q9HC07","Transmembrane protein 165","TM165_HUMAN"
"SLC25A19","Q9HC21","Mitochondrial thiamine pyrophosphate carrier","TPC_HUMAN"
"EML4","Q9HC35","Echinoderm microtubule-associated protein-like 4","EMAL4_HUMAN"
"MRM3","Q9HC36","rRNA methyltransferase 3, mitochondrial","MRM3_HUMAN"
"GLOD4","Q9HC38","Glyoxalase domain-containing protein 4","GLOD4_HUMAN"
"CBX8","Q9HC52","Chromobox protein homolog 8","CBX8_HUMAN"
"SENP2","Q9HC62","Sentrin-specific protease 2","SENP2_HUMAN"
"ZBTB20","Q9HC78","Zinc finger and BTB domain-containing protein 20","ZBT20_HUMAN"
"MCCC2","Q9HCC0","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial","MCCB_HUMAN"
"NCOA5","Q9HCD5","Nuclear receptor coactivator 5","NCOA5_HUMAN"
"MOV10","Q9HCE1","Helicase MOV-10","MOV10_HUMAN"
"ZNF532","Q9HCE3","Zinc finger protein 532","ZN532_HUMAN"
"METTL14","Q9HCE5","N6-adenosine-methyltransferase non-catalytic subunit","MET14_HUMAN"
"ANO8","Q9HCE9","Anoctamin-8","ANO8_HUMAN"
"GBA2","Q9HCG7","Non-lysosomal glucosylceramidase","GBA2_HUMAN"
"CWC22","Q9HCG8","Pre-mRNA-splicing factor CWC22 homolog","CWC22_HUMAN"
"NCKAP5L","Q9HCH0","Nck-associated protein 5-like","NCK5L_HUMAN"
"MSL2","Q9HCI7","E3 ubiquitin-protein ligase MSL2","MSL2_HUMAN"
"ANKH","Q9HCJ1","Progressive ankylosis protein homolog","ANKH_HUMAN"
"RAVER2","Q9HCJ3","Ribonucleoprotein PTB-binding 2","RAVR2_HUMAN"
"AGO4","Q9HCK5","Protein argonaute-4","AGO4_HUMAN"
"CHD8","Q9HCK8","Chromodomain-helicase-DNA-binding protein 8","CHD8_HUMAN"
"PCDH18","Q9HCL0","Protocadherin-18","PCD18_HUMAN"
"GPAM","Q9HCL2","Glycerol-3-phosphate acyltransferase 1, mitochondrial","GPAT1_HUMAN"
"PLXNA4","Q9HCM2","Plexin-A4","PLXA4_HUMAN"
"GPN1","Q9HCN4","GPN-loop GTPase 1","GPN1_HUMAN"
"SDF2L1","Q9HCN8","Stromal cell-derived factor 2-like protein 1","SDF2L_HUMAN"
"XAB2","Q9HCS7","Pre-mRNA-splicing factor SYF1","SYF1_HUMAN"
"PREB","Q9HCU5","Prolactin regulatory element-binding protein","PREB_HUMAN"
"POLD4","Q9HCU8","DNA polymerase delta subunit 4","DPOD4_HUMAN"
"S100A14","Q9HCY8","Protein S100-A14","S10AE_HUMAN"
"SRA1","Q9HD15","Steroid receptor RNA activator 1","SRA1_HUMAN"
"ATP13A1","Q9HD20","Endoplasmic reticulum transmembrane helix translocase","AT131_HUMAN"
"MRS2","Q9HD23","Magnesium transporter MRS2 homolog, mitochondrial","MRS2_HUMAN"
"GOPC","Q9HD26","Golgi-associated PDZ and coiled-coil motif-containing protein","GOPC_HUMAN"
"MRPL47","Q9HD33","39S ribosomal protein L47, mitochondrial","RM47_HUMAN"
"LYRM4","Q9HD34","LYR motif-containing protein 4","LYRM4_HUMAN"
"CHMP1A","Q9HD42","Charged multivesicular body protein 1a","CHM1A_HUMAN"
"TM9SF3","Q9HD45","Transmembrane 9 superfamily member 3","TM9S3_HUMAN"
"RANGRF","Q9HD47","Ran guanine nucleotide release factor","MOG1_HUMAN"
"JPH1","Q9HDC5","Junctophilin-1","JPH1_HUMAN"
"APMAP","Q9HDC9","Adipocyte plasma membrane-associated protein","APMAP_HUMAN"
"WDR6","Q9NNW5","WD repeat-containing protein 6","WDR6_HUMAN"
"TUFT1","Q9NNX1","Tuftelin","TUFT1_HUMAN"
"SINHCAF","Q9NP50","SIN3-HDAC complex-associated factor","SHCAF_HUMAN"
"ABCB6","Q9NP58","ATP-binding cassette sub-family B member 6","ABCB6_HUMAN"
"ARFGAP3","Q9NP61","ADP-ribosylation factor GTPase-activating protein 3","ARFG3_HUMAN"
"HMG20A","Q9NP66","High mobility group protein 20A","HM20A_HUMAN"
"RAB18","Q9NP72","Ras-related protein Rab-18","RAB18_HUMAN"
"PALMD","Q9NP74","Palmdelphin","PALMD_HUMAN"
"SSU72","Q9NP77","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72_HUMAN"
"PNPLA8","Q9NP80","Calcium-independent phospholipase A2-gamma","PLPL8_HUMAN"
"MRPS30","Q9NP92","39S ribosomal protein S30, mitochondrial","RT30_HUMAN"
"DYNLRB1","Q9NP97","Dynein light chain roadblock-type 1","DLRB1_HUMAN"
"EMC7","Q9NPA0","ER membrane protein complex subunit 7","EMC7_HUMAN"
"MID1IP1","Q9NPA3","Mid1-interacting protein 1","M1IP1_HUMAN"
"ENY2","Q9NPA8","Transcription and mRNA export factor ENY2","ENY2_HUMAN"
"PARD6A","Q9NPB6;R4GMM2","Partitioning defective 6 homolog alpha","PAR6A_HUMAN;R4GMM2_HUMAN"
"GPCPD1","Q9NPB8","Glycerophosphocholine phosphodiesterase GPCPD1","GPCP1_HUMAN"
"SIX2","Q9NPC8","Homeobox protein SIX2","SIX2_HUMAN"
"EXOSC4","Q9NPD3","Exosome complex component RRP41","EXOS4_HUMAN"
"NGRN","Q9NPE2","Neugrin","NGRN_HUMAN"
"CD320","Q9NPF0","CD320 antigen","CD320_HUMAN"
"OSGEP","Q9NPF4","tRNA N6-adenosine threonylcarbamoyltransferase","OSGEP_HUMAN"
"DMAP1","Q9NPF5","DNA methyltransferase 1-associated protein 1","DMAP1_HUMAN"
"PCDH12","Q9NPG4","Protocadherin-12","PCD12_HUMAN"
"ACP6","Q9NPH0","Lysophosphatidic acid phosphatase type 6","PPA6_HUMAN"
"ISYNA1","Q9NPH2","Inositol-3-phosphate synthase 1","INO1_HUMAN"
"IL1RAP","Q9NPH3","Interleukin-1 receptor accessory protein","IL1AP_HUMAN"
"BRD7","Q9NPI1","Bromodomain-containing protein 7","BRD7_HUMAN"
"DCP1A","Q9NPI6","mRNA-decapping enzyme 1A","DCP1A_HUMAN"
"ACOT13","Q9NPJ3","Acyl-coenzyme A thioesterase 13","ACO13_HUMAN"
"MED4","Q9NPJ6","Mediator of RNA polymerase II transcription subunit 4","MED4_HUMAN"
"NXT2","Q9NPJ8","NTF2-related export protein 2","NXT2_HUMAN"
"TIMMDC1","Q9NPL8","Complex I assembly factor TIMMDC1, mitochondrial","TIDC1_HUMAN"
"RIC8A","Q9NPQ8","Synembryn-A","RIC8A_HUMAN"
"GPR108","Q9NPR9","Protein GPR108","GP108_HUMAN"
"ATP13A2","Q9NQ11","Polyamine-transporting ATPase 13A2","AT132_HUMAN"
"LUC7L","Q9NQ29","Putative RNA-binding protein Luc7-like 1","LUC7L_HUMAN"
"TMEM9B","Q9NQ34","Transmembrane protein 9B","TMM9B_HUMAN"
"LZTFL1","Q9NQ48","Leucine zipper transcription factor-like protein 1","LZTL1_HUMAN"
"MRPL40","Q9NQ50","39S ribosomal protein L40, mitochondrial","RM40_HUMAN"
"TIGAR","Q9NQ88","Fructose-2,6-bisphosphatase TIGAR","TIGAR_HUMAN"
"COPRS","Q9NQ92","Coordinator of PRMT5 and differentiation stimulator","COPRS_HUMAN"
"RTN4","Q9NQC3","Reticulon-4","RTN4_HUMAN"
"HINT3","Q9NQE9","Adenosine 5'-monophosphoramidase HINT3","HINT3_HUMAN"
"RPRD1B","Q9NQG5","Regulation of nuclear pre-mRNA domain-containing protein 1B","RPR1B_HUMAN"
"XPNPEP3","Q9NQH7","Xaa-Pro aminopeptidase 3","XPP3_HUMAN"
"NIT2","Q9NQR4","Omega-amidase NIT2","NIT2_HUMAN"
"AVEN","Q9NQS1","Cell death regulator Aven","AVEN_HUMAN"
"NECTIN3","Q9NQS3","Nectin-3","NECT3_HUMAN"
"INCENP","Q9NQS7","Inner centromere protein","INCE_HUMAN"
"EXOSC5","Q9NQT4","Exosome complex component RRP46","EXOS5_HUMAN"
"EXOSC3","Q9NQT5","Exosome complex component RRP40","EXOS3_HUMAN"
"KIF13B","Q9NQT8","Kinesin-like protein KIF13B","KI13B_HUMAN"
"ANLN","Q9NQW6","Anillin","ANLN_HUMAN"
"XPNPEP1","Q9NQW7","Xaa-Pro aminopeptidase 1","XPP1_HUMAN"
